locName,region
Salamanca--Plaza de Armas,Coquimbo
"Portales 318, Puerto Varas CL-Los Lagos (-41.3160,-72.9838)",Los Lagos
"8591 El Hualle Sur, La Florida, Región Metropolitana, CL (-33.536, -70.554)",Región Metropolitana de Santiago
Chanhue,Los Lagos
Tranque de Memo diaulo,Libertador General Bernardo O'Higgins
"T-697, Futrono, Los Ríos, CL (-40.137, -72.393)",Los Ríos
"600 Salvador Allende, Ancud, Los Lagos, CL (-41.867, -73.83)",Los Lagos
Caminata playa,Atacama
"4123 Leonidas Pérez, Copiapó, Atacama, CL (-27,393, -70,3)",Atacama
"Viña Fajardo, Copiapó CL-Atacama -27.38925, -70.32056",Atacama
"Lonquimay, Araucanía, CL (-38.522, -70.963)",Araucanía
"398 Pedro Aguirre Cerda, Chaiten, Los Lagos, CL (-42,917, -72,706)",Los Lagos
"6300078, Porvenir CL-Magallanes and Antartica Chilena -53.24667, -70.34947",Magallanes
"Camino a Valle Nevado, Lo Barnechea CL-Santiago -33.35602, -70.31226",Región Metropolitana de Santiago
"6300018, Porvenir CL-Magallanes and Antartica Chilena -53.39568, -70.34402",Magallanes
Chalet Valluga,Región Metropolitana de Santiago
"Melipeuco, Araucanía, CL (-38,989, -71,657)",Araucanía
"Cerro Condores, Araucanía, CL (-38,994, -71,645)",Araucanía
BCAA 10,Región Metropolitana de Santiago
"Nasampulli, Araucanía, CL (-39,008, -71,663)",Araucanía
"Cruce Ruta 257 CH (Onaisín) - Porvenir, Porvenir CL-Magallanes and Antartica Chilena -53.33947, -69.75036",Magallanes
"Pucon, Araucanía, CL (-39.279, -71.979)",Araucanía
"9390283, Lampa CL-Santiago -33.22416, -70.81603",Región Metropolitana de Santiago
Niebla — zona pelagica,Los Ríos
Corral — zona costera,Los Ríos
"R-955, Lonquimay, Araucanía, CL (-38.693, -71.338)",Araucanía
"S-61, Cunco, Araucanía, CL (-38.931, -72.123)",Araucanía
"La Cancha, Puchuncaví CL-Valparaíso -32.72586, -71.42549",Valparaíso
Parque La Arboleda,Atacama
"At sea -57.74439, -65.24298",Magallanes
"Cruce Ruta 11 CH (Boca Negra) - Molinos - Millune, Arica CL-Arica y Parinacota -18.34957, -69.87388",Arica y Parinacota
"Autopista Vespucio Sur, Lo Espejo CL-Metropolitana de Santiago -33.52011, -70.70359",Región Metropolitana de Santiago
"At sea -57.83697, -65.12654",Magallanes
"3371 Leonidas Pérez, Copiapó, Atacama, CL (-27,389, -70,307)",Atacama
"489 Pudeto, Ancud, Los Lagos, CL (-41.87, -73.822)",Los Lagos
Salto La Olla,Los Ríos
Empanadissima,Valparaíso
"Alto Bío Bío, Bío Bío, CL (-37,682, -71,441)",Bío-Bío
MALLKU,Arica y Parinacota
Rio Teno - Mirador norte,Maule
"At sea -58.45785, -64.36908",Magallanes
"At sea -58.55672, -64.24847",Magallanes
Camino Salto El Claro (Ruta S-933),Araucanía
"At sea -58.65941, -64.11561",Magallanes
"Bofedal Ojos De Agua, Ruta 60",Valparaíso
"Cruce T-60 (Valdivia) - Futa - Cruce T-478 (Corral), Corral CL-Los Ríos -39.95225, -73.31492",Los Ríos
"Cruce Ruta 11 CH (Boca Negra) - Molinos - Millune, Arica CL-Arica y Parinacota -18.39654, -69.97140",Arica y Parinacota
"Vía sin nombre, Maullín, Los Lagos, CL (-41,598, -73,611)",Los Lagos
"Vía sin nombre, Lepihué, Los Lagos, CL (-41,601, -73,58)",Los Lagos
"Camarones, Arica y Parinacota, CL (-19,186, -70,272)",Arica y Parinacota
"CL (-32.949, -71.753)",Valparaíso
"Vía sin nombre, Lampa, Región Metropolitana, CL (-33.199, -70.834)",Región Metropolitana de Santiago
camino al lago pinto,Magallanes
"Camino al Yeso, San José de Maipo CL-Santiago -33.66593, -70.08343",Región Metropolitana de Santiago
"Camino al Yeso, San José de Maipo CL-Santiago -33.78760, -70.18676",Región Metropolitana de Santiago
"CL (-32.946, -71.782)",Valparaíso
"Mid-Drake southbound January 22, 2022",Magallanes
Bella Vista Alto,Los Lagos
Las Cabras--Plaza,Libertador General Bernardo O'Higgins
"777 Comodoro Arturo Merino Benítez, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,138, -70,878)",Magallanes
"136 Piloto Pardo, Chaiten, Los Lagos, CL (-42,914, -72,706)",Los Lagos
"Carmen Covarrubias 181, Ñuñoa CL-Metropolitana de Santiago -33.45535, -70.61149",Región Metropolitana de Santiago
"S-60, Freire, Araucanía, CL (-39.002, -72.881)",Araucanía
"Playa, Contaco, Los Lagos, CL (-40,56, -73,716)",Los Lagos
"1395426, San Pedro de Atacama CL-Antofagasta (-22.6102,-68.0587)",Antofagasta
Subida Santa Teresa,Región Metropolitana de Santiago
"21 de Mayo 728–864, Perquenco CL-La Araucanía (-38.4195,-72.3747)",Araucanía
"Fundo Llolleo 2660853, San Antonio CL-Valparaíso -33.60589, -71.60444",Valparaíso
"91 Avenida Los Heroes, Viña del Mar, Valparaíso, CL (-33,02, -71,562)",Valparaíso
Humedal Urbano,Atacama
Puerto Domínguez--Parque Comunitario,Araucanía
"Auto selected -44.50482, -72.71299",Aisén del General Carlos Ibáñez del Campo
"Hotel Oceanic, Vina Del Mar, -32.98377, -71.54884",Valparaíso
El sauce,Libertador General Bernardo O'Higgins
"Estero Piuquencillo, Las Melosas, San José de Maipo, Región Metropolitana, CL (-33,917, -70,201)",Región Metropolitana de Santiago
"Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,397, -70,99)",Magallanes
"Auto selected -25.00263, -70.44644",Antofagasta
Maitencillo--Playa Vista Hermosa y acantilados,Valparaíso
"Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,587, -70,928)",Magallanes
"R-95-S, Lonquimay, Araucanía, CL (-38.704, -71.102)",Araucanía
RN Malalcahuello--Cráter Volcán Navidad,Araucanía
"Melipeuco, Araucanía, CL (-38,972, -71,606)",Araucanía
Northern Drake Passage,Magallanes
"Avenida Pacífico 313, La Serena CL-Coquimbo -29.93515, -71.28163",Coquimbo
"At sea -55.91285, -66.73568",Magallanes
"CL (-43,773, -73,212)",Aisén del General Carlos Ibáñez del Campo
Parque Natural Tricahue,Maule
"Plaza Alemania, Osorno CL-Los Lagos",Los Lagos
"Vía sin nombre, San Pablo, Los Lagos, CL (-40.46, -73.169)",Los Lagos
Paso Ancho,Magallanes
"Isla Lemuy, Puqueldón CL-Los Lagos (-42.6213,-73.5919)",Los Lagos
"294 Domingo Atienza, San Pedro de Atacama, Antofagasta, CL (-22,899, -68,206)",Antofagasta
"Chaitén, Los Lagos, CL (-42,94, -72,673)",Los Lagos
"Ruta 23, San Pedro de Atacama, Antofagasta, CL (-22,724, -68,394)",Antofagasta
"Vía sin nombre, Temuco, Araucanía, CL (-38,723, -72,648)",Araucanía
"La Laguna, Zapallar CL-Valparaíso -32.63158, -71.42108",Valparaíso
"Ruta 9, Villa Tehuelche, Magallanes y la Antártica Chilena, CL (-52,481, -71,321)",Magallanes
"Y-460, Casique Mulato, Magallanes y la Antártica Chilena, CL (-52,445, -71,424)",Magallanes
"Y-50, Río Verde, Magallanes y la Antártica Chilena, CL (-52,713, -71,371)",Magallanes
"Valparaiso Pelagic -33.02521, -71.84414",Valparaíso
"Ruta 9, Puerto Zenteno, Magallanes y la Antártica Chilena, CL (-52,72, -71,053)",Magallanes
"Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-52,766, -71,012)",Magallanes
"Los Lingues 259–281, Valdivia CL-Los Ríos (-39.8054,-73.2545)",Los Ríos
"Valparaiso Pelagic -33.00272, -71.70446",Valparaíso
"Vía sin nombre, Cochrane, Aysén, CL (-47,129, -72,505)",Aisén del General Carlos Ibáñez del Campo
"Cruce T-851 (Lago Ranco) - Cruce T-775 (Quillaico), Lago Ranco CL-Los Ríos -40.32289, -72.51750",Los Ríos
"Auto selected -53.31803, -70.77890",Magallanes
"V-155, Llanquihue, Los Lagos, CL (-41,234, -73,012)",Los Lagos
"V-155, Llanquihue, Los Lagos, CL (-41,228, -73,013)",Los Lagos
Camino Vecinal parcelas,Maule
Ruta 265--Mirador Laguna Verde,Aisén del General Carlos Ibáñez del Campo
Hotel Limarí,Coquimbo
Parque Ayacucho,Atacama
"San Gregorio, Magallanes y la Antártica Chilena, CL (-52,434, -69,579)",Magallanes
"X-565, Coyhaique, Aysén, CL (-45,365, -71,533)",Aisén del General Carlos Ibáñez del Campo
"Cruce Ruta 257 CH (Cerro Sombrero) - Cruce Ruta 257 CH (Cruce Primavera), Primavera CL-Magallanes y de la Antártica Chilena -52.83248, -69.24611",Magallanes
"Y-535, San Gregorio, Magallanes y la Antártica Chilena, CL (-52,272, -69,465)",Magallanes
"At sea -58.77335, -65.12860",Magallanes
"At sea -58.63748, -65.16897",Magallanes
Isla Mocha--Costa norte,Bío-Bío
"X-445, Coyhaique, Aysén, CL (-45,268, -71,654)",Aisén del General Carlos Ibáñez del Campo
"Cruce Ruta 115 CH (Bajo Perquín) – Puente Maule Arco Oriente - Cruce L-11 (Maule Sur), San Clemente CL-Maule -35.56755, -71.36059",Maule
"X-83, Valle Chacabuco, Aysén, CL (-47,174, -71,989)",Aisén del General Carlos Ibáñez del Campo
Refugio La Olla,Región Metropolitana de Santiago
"Camino a Farellones, Lo Barnechea CL-Metropolitana de Santiago -33.34373, -70.34679",Región Metropolitana de Santiago
"At sea -57.21244, -65.63173",Magallanes
"Cordova Ravin Nature Sanctuary, Valparaíso, CL -33.44313, -71.66121",Valparaíso
"255 Errázuriz, Valdivia, Los Ríos, CL (-39.833, -73.217)",Los Ríos
"San Antonio, Valparaíso, CL (-33,67, -71,452)",Valparaíso
Malalcahuello - Plaza,Araucanía
"T-721, Rio Bueno, Los Ríos, CL (-40,325, -72,94)",Los Ríos
"571-580 Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,629, -70,952)",Magallanes
"Tranque Privado, Cerca Población Padre Hurtado",Libertador General Bernardo O'Higgins
"Nicasio de Toro 601, Perquenco CL-La Araucanía (-38.4199,-72.3751)",Araucanía
"Ruta 9, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,515, -70,951)",Magallanes
Lago General Pinto Concha,Los Lagos
"Las Dalias, Santo Domingo, Valparaíso, CL (-33.645, -71.626)",Valparaíso
"Y-620, Punta Arenas, Magallanes y la Antártica Chilena, CL (-53,399, -71,106)",Magallanes
CL - Condominium Hacienda Chamiza (Alto)--temp rain forest,Los Lagos
"Oriente, Copiapó CL-Atacama -27.38303, -70.30052",Atacama
"18 de Septiembre, Saavedra CL-La Araucanía (-38.7808,-73.4032)",Araucanía
"3336 Vasco Núñez de Balboa, Talcahuano, Bío Bío, CL (-36,74, -73,087)",Bío-Bío
"T-29, Panguipulli, Los Ríos, CL (-39.743, -71.94)",Los Ríos
"Solor, Antofagasta, CL",Antofagasta
"Auto selected -54.93548, -67.19746",Magallanes
"CL (-27,306, -70,932)",Atacama
Villarica km 3.8 conquil,Araucanía
"Vallenar, Atacama, CL (-28.595, -70.925)",Atacama
"Cochrane, Aysén, CL (-47,156, -72,076)",Aisén del General Carlos Ibáñez del Campo
"O-430, Florida, Bío Bío, CL (-36.807, -72.854)",Bío-Bío
Sector 3,Maule
"Ritz-Carlton Hotel, El Alcalde 15, Las Condes CL-Santiago (-33.4159,-70.5955)",Región Metropolitana de Santiago
"R-929, Curacautín, Araucanía, CL (-38,545, -71,722)",Araucanía
"2022 Las Margaritas, Puerto Montt, Los Lagos, CL (-41.479, -72.969)",Los Lagos
Casa Lalo Parcela,Valparaíso
Playa Chaiguao,Los Lagos
"Sendero Volcán Yates, PN Hornopirén",Los Lagos
"781 Avenida España, Valparaíso, Valparaíso, CL (-33,037, -71,601)",Valparaíso
"puerto Panul San Antonio CL-Valparaíso -33.58196, -71.61989",Valparaíso
"O-472 Desembocadura-Rocoto, Hualpén, Bío Bío, CL (-36,807, -73,169)",Bío-Bío
"San Pedro, Región Metropolitana, CL (-33.779, -71.519)",Región Metropolitana de Santiago
Río Cautín--Ribera Puente Viejo,Araucanía
Río Limarí--Matorrales Av. Limarí,Coquimbo
Atacama,Antofagasta
"CL (-36.779, -73.258)",Bío-Bío
"Auto selected -57.83655, -64.18632",Magallanes
"Auto selected -29.96152, -71.32220",Coquimbo
"12925 Mauricio Rugendas, El Bosque, Región Metropolitana, CL (-33.574, -70.688)",Región Metropolitana de Santiago
"W-160, Caulin, Los Lagos, CL (-41,825, -73,634)",Los Lagos
"Copec Autopista Troncal Sur, Viña del Mar, Valparaíso, CL (-33,041, -71,519)",Valparaíso
"Vía sin nombre, Caulin, Los Lagos, CL (-41,829, -73,641)",Los Lagos
Fuerte Chaicura,Los Lagos
"06549 El Albatros, Puente Alto, Región Metropolitana, CL (-33,556, -70,547)",Región Metropolitana de Santiago
Reloncavi Sound,Los Lagos
"Sector El Tinoco, rivera sur Río Maipo",Región Metropolitana de Santiago
"Puerto Futrono, Los Ríos, CL",Los Ríos
"Río Copiapó, Copiapó, Atacama, Chile",Atacama
"Panguipulli, Los Ríos, CL (-39.895, -71.665)",Los Ríos
"Bahia Lomas Este, Calafate",Magallanes
"Ruta Osorno - Bahía Mansa - Bosque, San Juan de la Costa CL-Los Lagos",Los Lagos
"Conguillío National Park, Melipeuco CL-Araucania Region -38.65074, -71.61778",Araucanía
Río Calle-Calle,Los Ríos
Parque Marino Francisco Coloane--Isla Rupert,Magallanes
"Colbún, Maule, CL (-35.765, -71.266)",Maule
San Jorge,Los Lagos
Laguna Lafit,Los Ríos
"0296 Compañía de Jesús, Los Angeles, Bío Bío, CL (-37,475, -72,367)",Bío-Bío
"Ruta 146, Yumbel, Bío Bío, CL (-36,992, -72,601)",Bío-Bío
"U-598, Pichil, Los Lagos, CL (-40,709, -73,017)",Los Lagos
"Los Nogales, patio. Quintero, Valparaíso, CL (-32,871, -71,481)",Valparaíso
"San Pedro de Atacama, Antofagasta, CL (-22,902, -68,203)",Antofagasta
Sector Cutipai,Los Ríos
"Vía sin nombre, Guallelmapu, Araucanía, CL (-38.69, -71.255)",Araucanía
UDLA Manuel Montt,Región Metropolitana de Santiago
Bahia Puñihuil,Los Lagos
Puente Cruces,Los Ríos
"T-352, Niebla, Los Ríos, CL (-39.836, -73.403)",Los Ríos
Hiking hacia sendero cerro arriba,Bío-Bío
Camping La Junta,Araucanía
"Escuela Lenca, Los Lagos, CL (-41.606, -72.691)",Los Lagos
Batería Balcacura,Los Lagos
"W-129, Ancud, Los Lagos, CL (-41,825, -73,624)",Los Lagos
"4400 Avenida Jaime Guzmán Errázuriz, Antofagasta, Antofagasta, CL (-23,72, -70,435)",Antofagasta
Castro - sound,Los Lagos
Cordón Lafit,Los Ríos
"Casablanca, Valparaíso, CL (-33.393, -71.537)",Valparaíso
"3650 T-352, Valdivia, Los Ríos, CL (-39.847, -73.395)",Los Ríos
"Pucón, Araucanía, CL (-39.25, -71.748)",Araucanía
"Panguipulli, Los Ríos, CL (-39.885, -71.653)",Los Ríos
"Jul 28, 2022 08:01
-57.121, -66.929",Magallanes
"CL (-32.763, -71.54)",Valparaíso
Club El Tebo,Valparaíso
"Ruta 5 Sur, Chonchi CL-Los Lagos -42.65929, -73.80292",Los Lagos
"1505 Avenida Arturo Prat, Valdivia, Los Ríos, CL (-39,818, -73,231)",Los Ríos
"E-30-F, La Laguna, Valparaíso, CL (-32.623, -71.432)",Valparaíso
Hotel Diego de Almagro Santiago,Región Metropolitana de Santiago
"SS Papa Telesforo, Coquimbo, Coquimbo, CL (-29,976, -71,313)",Coquimbo
"Q-75, Los Nogales, Bío Bío, CL (-37,764, -71,78)",Bío-Bío
"Las Lilas, Santo Domingo, Valparaíso, CL (-33.646, -71.628)",Valparaíso
"Río Copiapó, Copiapó CL-Atacama -27.35164, -70.35306",Atacama
"1732278, La Higuera CL-Coquimbo -29.18104, -71.49112",Atacama
"Osorno - Bahía Mansa, Osorno CL-Los Lagos",Los Lagos
"X-50, Aysén, Aysén, CL (-45.328, -72.413)",Aisén del General Carlos Ibáñez del Campo
"Ruta Osorno Bahía Mansa - Ribera del Contaco, San Juan de la Costa CL-Los Lagos",Los Lagos
"Ruta 5 Sur, Maria Elena, Antofagasta, CL (-21.92, -69.561)",Antofagasta
"78 Antonio Leon, San Pedro de Atacama, Antofagasta, CL (-22,92, -68,197)",Antofagasta
"Esmeralda, Ancud CL-Los Lagos -41.82699, -73.52657",Los Lagos
"Camino a Bahía Acantilada, Aysén, Aysén, CL (-45.402, -72.718)",Aisén del General Carlos Ibáñez del Campo
Sendero Lanín,Araucanía
Central Sauzalito,Libertador General Bernardo O'Higgins
Concón--Playa Los Lineles,Valparaíso
PN Laguna del Laja--Sector Memorial Mártires de Antuco,Bío-Bío
Playa canasto,Tarapacá
"Camino al Volcán, Puerto Varas, Los Lagos, CL (-41.128, -72.531)",Los Lagos
"Embalse Puclaro, Camino Internacional Gabriela Mistral, Vicuña CL-Coquimbo (-29.9920,-70.8788)",Coquimbo
"2740 Avenida Arturo Prat Chacón, Iquique, Tarapacá, CL (-20.234, -70.147)",Tarapacá
"Puente Damas, Osorno CL-Los Lagos",Los Lagos
Calle Palermo,Región Metropolitana de Santiago
"Plaza Chiguay, Borde Río Biobio",Bío-Bío
"Desembocadura Huinahue, Futrono, Los Ríos, CL (-40.31, -71.987)",Los Ríos
Chincolco Agrícola Las Habas,Valparaíso
Bosque Río Damas,Los Lagos
"Vicuña CL-Coquimbo -30.03533, -70.71797",Coquimbo
"4931396, Panguipulli CL-Los Ríos -40.01368, -71.70990",Los Ríos
"4920821, Panguipulli CL-Los Ríos -39.97109, -71.69654",Los Ríos
Costanera humedal,Los Lagos
"4920821, Panguipulli CL-Los Ríos (-39.8977,-71.6671)",Los Ríos
"Cochrane, Aysén, CL (-47.234, -72.537)",Aisén del General Carlos Ibáñez del Campo
Cocinerías Dalcahue,Los Lagos
"Auto selected -27.72451, -73.73479",Atacama
Chilean Fjords,Magallanes
"Reloncavi Sound -41.50335, -72.99058",Los Lagos
Chilean fjords,Magallanes
Camino cuatro esquinas,Araucanía
"V-155, Llanquihue, Los Lagos, CL (-41,244, -73,008)",Los Lagos
"150 Avenida Manuel Rodríguez, Entre Lagos, Los Lagos, CL (-40,683, -72,601)",Los Lagos
"Chena Interior, Copiapó CL-Atacama -27.35547, -70.34697",Atacama
"Panamericana Sur, Ancud, Los Lagos, CL (-41.831, -73.512)",Los Lagos
"Carretera Austral, Villa Mañihuales, Aysén, CL (-45.195, -72.179)",Aisén del General Carlos Ibáñez del Campo
"U-91, Piedras Negras, Los Lagos, CL (-40,885, -72,454)",Los Lagos
Tranques de piedra,Chile
"Aguas Blancas, Puchuncaví, Valparaíso, CL (-32.675, -71.427)",Valparaíso
"Valdivia, Los Ríos, CL (-39,868, -73,267)",Los Ríos
"129 Alto del Carmen, Bahía Inglesa, Atacama, CL (-27,102, -70,86)",Atacama
"Porvenir to Parque Pinguino Rey -53.29506, -70.41095",Magallanes
"8171032, San José de Maipo CL-Metropolitana de Santiago -33.60886, -69.98034",Región Metropolitana de Santiago
"Puerto Varas, Los Lagos, CL (-41,399, -72,96)",Los Lagos
"7741 Las Hualtatas, Vitacura, Región Metropolitana, CL (-33,389, -70,556)",Región Metropolitana de Santiago
Terminal Pesquero Metropolitano,Región Metropolitana de Santiago
"605 Calle Garcia Hurtado de Mendoza, Ultima Esperanza, Magallanes y la Antártica Chilena, CL (-51,733, -72,512)",Magallanes
"Y-499, El Bautismo, Magallanes y la Antártica Chilena, CL (-52,523, -70,113)",Magallanes
"Almirante Latorre 191, Copiapó CL-Atacama -27.36075, -70.34430",Atacama
"3481308, San Clemente CL-Maule -35.56010, -71.20738",Maule
"Cruce Ruta 9 (Morro Chico) - Cruce Ruta 255 CH (Punta Delgada), San Gregorio CL-Magallanes and Antartica Chilena -52.10843, -70.25838",Magallanes
"Pichilemu, O'Higgins, CL (-34,384, -72,002)",Libertador General Bernardo O'Higgins
"Plaza de Armas de Vicuña, Vicuña CL-Coquimbo (-30.0342,-70.7127)",Coquimbo
"Y-560, Río Verde, Magallanes y la Antártica Chilena, CL (-52,676, -71,467)",Magallanes
"San Gregorio, Magallanes y la Antártica Chilena, CL (-52,277, -70,318)",Magallanes
"Cochrane, Aysén, CL (-47.217, -72.489)",Aisén del General Carlos Ibáñez del Campo
In Fjords,Magallanes
"Vía sin nombre, Oficina Baquedano, Tarapacá, CL (-20.131, -69.752)",Tarapacá
Café de Thomas,Los Lagos
Quebrada de Macul--Mirador Altas Cumbres,Región Metropolitana de Santiago
Into Cockburn Channel,Magallanes
"Mirador, Puerto Aguirre, Aysén, CL (-45,161, -73,524)",Aisén del General Carlos Ibáñez del Campo
"Auto selected -33.14121, -71.55866",Valparaíso
Plazoleta Placilla Morales,Atacama
"A-422, Huara, Tarapacá, CL (-20.007, -69.77)",Tarapacá
"Coyhaique, Aysén, CL (-45,996, -71,943)",Aisén del General Carlos Ibáñez del Campo
"Parque Nacional Torres del Paine, Torres del Paine - Rio Pingo  -51.12356, -73.13049",Magallanes
"Y-499, El Bautismo, Magallanes y la Antártica Chilena, CL (-52,417, -70,165)",Magallanes
"Auto selected -57.85405, -66.64127",Magallanes
"San Gregorio, Magallanes y la Antártica Chilena, CL (-52,365, -70,241)",Magallanes
Panitao Bajo,Los Lagos
"Coyhaique, Aysén, CL (-45,87, -71,768)",Aisén del General Carlos Ibáñez del Campo
"Y-499, Ciiaike, Magallanes y la Antártica Chilena, CL (-52,342, -70,241)",Magallanes
"Torres Del Paine NP -51.02782, -72.77436",Magallanes
"Flamenco - Porto Fino, Chañaral CL-Atacama -26.52137, -70.70058",Atacama
"Auto selected -36.77619, -73.95725",Bío-Bío
"Auto selected -57.07799, -66.59766",Magallanes
Sector La Boca,Valparaíso
"E route to Torres Del Paine NP -51.12461, -72.53469",Magallanes
Drake Passage - near Cape Horn,Magallanes
rilan,Los Lagos
"3341182, Teno CL-Maule (-34.8522,-71.1512)",Maule
"Ruta 5 Sur, Chimbarongo CL-Bertador General Bernardo O'higgins -34.76420, -71.04302",Libertador General Bernardo O'Higgins
Ruta 5 Sur--Copec Chimbarongo,Libertador General Bernardo O'Higgins
"España, Valdivia, Los Ríos, CL (-39,797, -73,249)",Los Ríos
"Ruta 5 Sur, San Fernando CL-Bertador General Bernardo O'higgins -34.53095, -70.93871",Libertador General Bernardo O'Higgins
Ruta y-50 Km 65,Magallanes
"10 Pintados - Matilla - Pica, Pica, Tarapacá, CL (-20.483, -69.32)",Tarapacá
Ruta Y-50 Km 41,Magallanes
Ruta Y-50 Km 34,Magallanes
Ruta Y-50 Km 12,Magallanes
"Rio Tabo - X528  Aysén, CL (-45.29, -72.762)",Aisén del General Carlos Ibáñez del Campo
